asic,workload,graph_name,engine_id,engine_name,role,status,correctness_match,applicable,error_message,skip_reason
gfx942,cudnn_frontend_full_sdpa,dsv3__bf16_sdpa_bwd_idx0_b2_hq128_kv128_sq32768_skv32768_d192v128_causal,0,unknown,engine,skipped,,False,,Failed to get ranked engine ids: No engine configurations available for the graph.
gfx942,cudnn_frontend_full_sdpa,dsv3__bf16_sdpa_bwd_idx1_b2_hq128_kv128_sq32768_skv32768_d192v128_full,0,unknown,engine,skipped,,False,,Failed to get ranked engine ids: No engine configurations available for the graph.
gfx942,cudnn_frontend_full_sdpa,dsv3__bf16_sdpa_bwd_idx2_b2_hq128_kv128_sq16384_skv16384_d192v128_causal,0,unknown,engine,skipped,,False,,Failed to get ranked engine ids: No engine configurations available for the graph.
gfx942,cudnn_frontend_full_sdpa,dsv3__bf16_sdpa_bwd_idx3_b2_hq128_kv128_sq16384_skv16384_d192v128_full,0,unknown,engine,skipped,,False,,Failed to get ranked engine ids: No engine configurations available for the graph.
gfx942,cudnn_frontend_full_sdpa,dsv3__bf16_sdpa_bwd_idx4_b2_hq128_kv128_sq8192_skv8192_d192v128_causal,0,unknown,engine,skipped,,False,,Failed to get ranked engine ids: No engine configurations available for the graph.
gfx942,cudnn_frontend_full_sdpa,dsv3__bf16_sdpa_bwd_idx5_b2_hq128_kv128_sq8192_skv8192_d192v128_full,0,unknown,engine,skipped,,False,,Failed to get ranked engine ids: No engine configurations available for the graph.
gfx942,cudnn_frontend_full_sdpa,dsv3__bf16_sdpa_bwd_idx6_b2_hq128_kv128_sq4096_skv4096_d192v128_causal,0,unknown,engine,skipped,,False,,Failed to get ranked engine ids: No engine configurations available for the graph.
gfx942,cudnn_frontend_full_sdpa,dsv3__bf16_sdpa_bwd_idx7_b2_hq128_kv128_sq4096_skv4096_d192v128_full,0,unknown,engine,skipped,,False,,Failed to get ranked engine ids: No engine configurations available for the graph.
gfx942,cudnn_frontend_full_sdpa,dsv3__bf16_sdpa_bwd_idx8_b2_hq128_kv128_sq2048_skv2048_d192v128_causal,0,unknown,engine,skipped,,False,,Failed to get ranked engine ids: No engine configurations available for the graph.
gfx942,cudnn_frontend_full_sdpa,dsv3__bf16_sdpa_bwd_idx9_b2_hq128_kv128_sq2048_skv2048_d192v128_full,0,unknown,engine,skipped,,False,,Failed to get ranked engine ids: No engine configurations available for the graph.
gfx942,cudnn_frontend_full_sdpa,gpt_oss__bf16_sdpa_bwd_idx0_b2_hq128_kv128_sq32768_skv32768_d64v64_causal,0,unknown,engine,skipped,,False,,Failed to get ranked engine ids: No engine configurations available for the graph.
gfx942,cudnn_frontend_full_sdpa,gpt_oss__bf16_sdpa_bwd_idx1_b2_hq128_kv128_sq16384_skv16384_d64v64_causal,0,unknown,engine,skipped,,False,,Failed to get ranked engine ids: No engine configurations available for the graph.
gfx942,cudnn_frontend_full_sdpa,gpt_oss__bf16_sdpa_bwd_idx2_b2_hq128_kv128_sq8192_skv8192_d64v64_causal,0,unknown,engine,skipped,,False,,Failed to get ranked engine ids: No engine configurations available for the graph.
