asic,workload,graph_name,engine_id,engine_name,role,status,correctness_match,applicable,error_message,skip_reason
gfx942,cudnn_bench_moe,00_mixtral-8x7b__up_T1024_idx0_M2048_K4096_N14336,0,unknown,engine,error,,False,Engine discovery failed: Failed to deserialize graph: Failed to create backend graph descriptor from JSON data,
gfx942,cudnn_bench_moe,01_mixtral-8x7b__up_T4096_idx1_M8192_K4096_N14336,0,unknown,engine,error,,False,Engine discovery failed: Failed to deserialize graph: Failed to create backend graph descriptor from JSON data,
gfx942,cudnn_bench_moe,02_mixtral-8x7b__up_T16384_idx2_M32768_K4096_N14336,0,unknown,engine,error,,False,Engine discovery failed: Failed to deserialize graph: Failed to create backend graph descriptor from JSON data,
gfx942,cudnn_bench_moe,03_mixtral-8x7b__down_T1024_idx3_M2048_K14336_N4096,0,unknown,engine,error,,False,Engine discovery failed: Failed to deserialize graph: Failed to create backend graph descriptor from JSON data,
gfx942,cudnn_bench_moe,04_mixtral-8x7b__down_T4096_idx4_M8192_K14336_N4096,0,unknown,engine,error,,False,Engine discovery failed: Failed to deserialize graph: Failed to create backend graph descriptor from JSON data,
gfx942,cudnn_bench_moe,05_mixtral-8x7b__down_T16384_idx5_M32768_K14336_N4096,0,unknown,engine,error,,False,Engine discovery failed: Failed to deserialize graph: Failed to create backend graph descriptor from JSON data,
gfx942,cudnn_bench_moe,06_deepseek-v3__up_T1024_idx6_M8192_K7168_N18432,0,unknown,engine,error,,False,Engine discovery failed: Failed to deserialize graph: Failed to create backend graph descriptor from JSON data,
gfx942,cudnn_bench_moe,07_deepseek-v3__up_T4096_idx7_M32768_K7168_N18432,0,unknown,engine,error,,False,Engine discovery failed: Failed to deserialize graph: Failed to create backend graph descriptor from JSON data,
gfx942,cudnn_bench_moe,08_deepseek-v3__up_T16384_idx8_M131072_K7168_N18432,0,unknown,engine,error,,False,Engine discovery failed: Failed to deserialize graph: Failed to create backend graph descriptor from JSON data,
gfx942,cudnn_bench_moe,09_deepseek-v3__down_T1024_idx9_M8192_K18432_N7168,0,unknown,engine,error,,False,Engine discovery failed: Failed to deserialize graph: Failed to create backend graph descriptor from JSON data,
gfx942,cudnn_bench_moe,10_deepseek-v3__down_T4096_idx10_M32768_K18432_N7168,0,unknown,engine,error,,False,Engine discovery failed: Failed to deserialize graph: Failed to create backend graph descriptor from JSON data,
gfx942,cudnn_bench_moe,11_deepseek-v3__down_T16384_idx11_M131072_K18432_N7168,0,unknown,engine,error,,False,Engine discovery failed: Failed to deserialize graph: Failed to create backend graph descriptor from JSON data,
gfx942,cudnn_bench_moe,12_dsv4_pro__swiglu_prefill_T4096_idx12_E256_K7168_N3072,0,unknown,engine,error,,False,Engine discovery failed: Failed to deserialize graph: Failed to create backend graph descriptor from JSON data,
gfx942,cudnn_bench_moe,13_dsv4_pro__swiglu_decode_T128_idx13_E256_K7168_N3072,0,unknown,engine,error,,False,Engine discovery failed: Failed to deserialize graph: Failed to create backend graph descriptor from JSON data,
gfx942,cudnn_bench_moe,14_dsv4_flash__swiglu_prefill_T4096_idx14_E256_K4096_N2048,0,unknown,engine,error,,False,Engine discovery failed: Failed to deserialize graph: Failed to create backend graph descriptor from JSON data,
gfx942,cudnn_bench_moe,15_dsv4_flash__swiglu_decode_T128_idx15_E256_K4096_N2048,0,unknown,engine,error,,False,Engine discovery failed: Failed to deserialize graph: Failed to create backend graph descriptor from JSON data,
gfx942,cudnn_bench_moe,16_glm52__swiglu_prefill_T4096_idx16_E256_K6144_N2048,0,unknown,engine,error,,False,Engine discovery failed: Failed to deserialize graph: Failed to create backend graph descriptor from JSON data,
gfx942,cudnn_bench_moe,17_glm52__swiglu_decode_T128_idx17_E256_K6144_N2048,0,unknown,engine,error,,False,Engine discovery failed: Failed to deserialize graph: Failed to create backend graph descriptor from JSON data,
gfx942,cudnn_bench_moe,18_kimi_k3__swiglu_prefill_T4096_idx18_E384_K3584_N3072,0,unknown,engine,error,,False,Engine discovery failed: Failed to deserialize graph: Failed to create backend graph descriptor from JSON data,
gfx942,cudnn_bench_moe,19_kimi_k3__swiglu_decode_T128_idx19_E384_K3584_N3072,0,unknown,engine,error,,False,Engine discovery failed: Failed to deserialize graph: Failed to create backend graph descriptor from JSON data,
gfx942,cudnn_bench_moe,20_minimax_m3__swiglu_prefill_T4096_idx20_E256_K6144_N3072,0,unknown,engine,error,,False,Engine discovery failed: Failed to deserialize graph: Failed to create backend graph descriptor from JSON data,
gfx942,cudnn_bench_moe,21_minimax_m3__swiglu_decode_T128_idx21_E256_K6144_N3072,0,unknown,engine,error,,False,Engine discovery failed: Failed to deserialize graph: Failed to create backend graph descriptor from JSON data,
gfx942,cudnn_bench_moe,22_synthetic__grouped_matmul_G8_M512_S4096_K4096_N4096_E8,0,unknown,engine,error,,False,Engine discovery failed: Failed to deserialize graph: Failed to create backend graph descriptor from JSON data,
gfx942,cudnn_bench_moe,23_synthetic__grouped_matmul_swiglu_G8_M512_S4096_K4096_N4096_E8,0,unknown,engine,error,,False,Engine discovery failed: Failed to deserialize graph: Failed to create backend graph descriptor from JSON data,
gfx942,cudnn_bench_moe,24_synthetic__block_scale_matmul_nvfp4_G8_M512_S4096_K4096_N4096_E8,0,unknown,engine,error,,False,Engine discovery failed: Failed to deserialize graph: Failed to create backend graph descriptor from JSON data,
gfx942,cudnn_bench_moe,25_synthetic__block_scale_matmul_swiglu_nvfp4_G8_M512_S4096_K4096_N4096_E8,0,unknown,engine,error,,False,Engine discovery failed: Failed to deserialize graph: Failed to create backend graph descriptor from JSON data,
gfx950,cudnn_bench_moe,00_mixtral-8x7b__up_T1024_idx0_M2048_K4096_N14336,0,unknown,engine,error,,False,Engine discovery failed: Failed to deserialize graph: Failed to create backend graph descriptor from JSON data,
gfx950,cudnn_bench_moe,01_mixtral-8x7b__up_T4096_idx1_M8192_K4096_N14336,0,unknown,engine,error,,False,Engine discovery failed: Failed to deserialize graph: Failed to create backend graph descriptor from JSON data,
gfx950,cudnn_bench_moe,02_mixtral-8x7b__up_T16384_idx2_M32768_K4096_N14336,0,unknown,engine,error,,False,Engine discovery failed: Failed to deserialize graph: Failed to create backend graph descriptor from JSON data,
gfx950,cudnn_bench_moe,03_mixtral-8x7b__down_T1024_idx3_M2048_K14336_N4096,0,unknown,engine,error,,False,Engine discovery failed: Failed to deserialize graph: Failed to create backend graph descriptor from JSON data,
gfx950,cudnn_bench_moe,04_mixtral-8x7b__down_T4096_idx4_M8192_K14336_N4096,0,unknown,engine,error,,False,Engine discovery failed: Failed to deserialize graph: Failed to create backend graph descriptor from JSON data,
gfx950,cudnn_bench_moe,05_mixtral-8x7b__down_T16384_idx5_M32768_K14336_N4096,0,unknown,engine,error,,False,Engine discovery failed: Failed to deserialize graph: Failed to create backend graph descriptor from JSON data,
gfx950,cudnn_bench_moe,06_deepseek-v3__up_T1024_idx6_M8192_K7168_N18432,0,unknown,engine,error,,False,Engine discovery failed: Failed to deserialize graph: Failed to create backend graph descriptor from JSON data,
gfx950,cudnn_bench_moe,07_deepseek-v3__up_T4096_idx7_M32768_K7168_N18432,0,unknown,engine,error,,False,Engine discovery failed: Failed to deserialize graph: Failed to create backend graph descriptor from JSON data,
gfx950,cudnn_bench_moe,08_deepseek-v3__up_T16384_idx8_M131072_K7168_N18432,0,unknown,engine,error,,False,Engine discovery failed: Failed to deserialize graph: Failed to create backend graph descriptor from JSON data,
gfx950,cudnn_bench_moe,09_deepseek-v3__down_T1024_idx9_M8192_K18432_N7168,0,unknown,engine,error,,False,Engine discovery failed: Failed to deserialize graph: Failed to create backend graph descriptor from JSON data,
gfx950,cudnn_bench_moe,10_deepseek-v3__down_T4096_idx10_M32768_K18432_N7168,0,unknown,engine,error,,False,Engine discovery failed: Failed to deserialize graph: Failed to create backend graph descriptor from JSON data,
gfx950,cudnn_bench_moe,11_deepseek-v3__down_T16384_idx11_M131072_K18432_N7168,0,unknown,engine,error,,False,Engine discovery failed: Failed to deserialize graph: Failed to create backend graph descriptor from JSON data,
gfx950,cudnn_bench_moe,12_dsv4_pro__swiglu_prefill_T4096_idx12_E256_K7168_N3072,0,unknown,engine,error,,False,Engine discovery failed: Failed to deserialize graph: Failed to create backend graph descriptor from JSON data,
gfx950,cudnn_bench_moe,13_dsv4_pro__swiglu_decode_T128_idx13_E256_K7168_N3072,0,unknown,engine,error,,False,Engine discovery failed: Failed to deserialize graph: Failed to create backend graph descriptor from JSON data,
gfx950,cudnn_bench_moe,14_dsv4_flash__swiglu_prefill_T4096_idx14_E256_K4096_N2048,0,unknown,engine,error,,False,Engine discovery failed: Failed to deserialize graph: Failed to create backend graph descriptor from JSON data,
gfx950,cudnn_bench_moe,15_dsv4_flash__swiglu_decode_T128_idx15_E256_K4096_N2048,0,unknown,engine,error,,False,Engine discovery failed: Failed to deserialize graph: Failed to create backend graph descriptor from JSON data,
gfx950,cudnn_bench_moe,16_glm52__swiglu_prefill_T4096_idx16_E256_K6144_N2048,0,unknown,engine,error,,False,Engine discovery failed: Failed to deserialize graph: Failed to create backend graph descriptor from JSON data,
gfx950,cudnn_bench_moe,17_glm52__swiglu_decode_T128_idx17_E256_K6144_N2048,0,unknown,engine,error,,False,Engine discovery failed: Failed to deserialize graph: Failed to create backend graph descriptor from JSON data,
gfx950,cudnn_bench_moe,18_kimi_k3__swiglu_prefill_T4096_idx18_E384_K3584_N3072,0,unknown,engine,error,,False,Engine discovery failed: Failed to deserialize graph: Failed to create backend graph descriptor from JSON data,
gfx950,cudnn_bench_moe,19_kimi_k3__swiglu_decode_T128_idx19_E384_K3584_N3072,0,unknown,engine,error,,False,Engine discovery failed: Failed to deserialize graph: Failed to create backend graph descriptor from JSON data,
gfx950,cudnn_bench_moe,20_minimax_m3__swiglu_prefill_T4096_idx20_E256_K6144_N3072,0,unknown,engine,error,,False,Engine discovery failed: Failed to deserialize graph: Failed to create backend graph descriptor from JSON data,
gfx950,cudnn_bench_moe,21_minimax_m3__swiglu_decode_T128_idx21_E256_K6144_N3072,0,unknown,engine,error,,False,Engine discovery failed: Failed to deserialize graph: Failed to create backend graph descriptor from JSON data,
